premise	hypothesis	span_similarity	sentence_similarity
{{South Africa prays for Nelson Mandela}}	{{South Africa unites in prayer and song for Nelson Mandela}}	1	1
{{At least 38 Morsi supporters die in clashes}}	{{Dozens of Morsi supporters killed in Egypt clashes}}	1	1
{{Apple shares hit hard on iPhone disappointment}}	{{Apple stock plunges 11 % after earnings disappointment}}	1	1
{{Egypt set to lure Gulf investors}}	{{Egypt seeks to lure investors...}}	1	1
{{Miss New York Crowned Miss America 2013}}	{{Miss New York is crowned Miss America}}	1	1
{{KLCI Futures traded mixed at mid-day}}	{{KL shares mixed at mid-day}}	1	1
{{Iranian exiles report deaths in Iraq camp}}	{{At least 47 Iranian exiles killed at Iraq's Camp Ashraf}}	1	1
{{Helicopter crashes near rail station in London}}	{{Helicopter crashes in London}}	1	1
{{Japanese planes flew into China's new defense zone}}	{{Japan, S Korean military planes defy China's new defense zone}}	1	1
{{US Senate confirms Janet Yellen as US Federal Reserve chief}}	{{Senate confirms Janet Yellen as next Federal Reserve Chair}}	1	1
{{Death toll rises to 6 as Storm Xaver batters northern Europe}}	{{Storm death toll rises as wind, rain batters north. Europe}}	1	1
{{Gunmen kidnap airline pilots in Lebanon}}	{{Gunmen kidnap 2 Turkish Airlines pilots in Lebanon}}	1	1
{{U.S. drone strike kills 5 in Pakistan}}	{{Pakistan drone strike kills up to six}}	1	1
{{Syrian troops push into strategic rebelheld town}}	{{Syrian army pushes assault on rebel-held town}}	1	1
{{Thai opposition protesters begin Bangkok shutdown}}	{{Thai protesters launch Bangkok ` shutdown'}}	1	1
{{France Hails Breakthrough after U.S.-Russia Deal on Syria Weapons}}	{{France Welcomes US-Russia Deal on Syria}}	1	1
{{About 60 Crushed to Death in Ivory Coast Stampede}}	{{61 dead in Ivory Coast stampede}}	1	1
{{Discipline against student gunman thought to have sparked Colorado shooting}}	{{Discipline against student thought to be key to motive}}	1	1
{{Clinton to testify this month on Benghazi attack}}	{{Clinton returns to work, plans to testify on Benghazi attack}}	1	1
{{Thieves snatch English Channel swimmer's custom-made wheelchair}}	{{Thieves steal Channel swimmer's wheelchair}}	1	1
{{Kurdish rebels to withdraw from Turkey in March: report}}	{{Kurdish rebels to withdraw from Turkey}}	1	1
{{Iranian president calls for new nuclear talks}}	{{Iranian minister blames West for failed nuke talks}}	1	1
{{Mandela to spend Christmas in hospital}}	{{Mandela movie to open this month in South Africa}}	1	1
{{Chris Froome rides to Tour de France endgame}}	{{Chris Brown concerts canceled new}}	1	1
{{Clashes erupt as Islamists push back in Egypt}}	{{Coptic priest shot dead in Egypt attack}}	1	1
{{Queen pays tribute to Nelson Mandela}}	{{US presidents pay tribute to Mandela}}	1	1
{{Iraq violence kills 11}}	{{Iraq violence kills seven}}	1	1
{{Syria rejects US, UK chemical arms claims}}	{{US suspects Syria used chemical weapons}}	1	1
{{Obama jokes about himself at reporters' dinner}}	{{Obama pokes fun at critics during press dinner}}	1	1
{{What is the nuclear option?}}	{{Photos show N. Korea nuclear readiness}}	1	1
{{Islamists kill 21 in suicide attacks in Niger}}	{{Car bombs kill 20 in Turkish town near Syrian border}}	1	1
{{No radiation leak at Iran's nuclear plant}}	{{US Congress may throw wrench into Iran nuclear deal}}	1	1
{{Twin bombings in Pakistan kill at least 40}}	{{Now, militants battle Pakistani police}}	1	1
{{News summary for March 11}}	{{News summary for January 14}}	1	1
{{Indonesia: Schoolchildren among 14 killed by Indonesia volcano eruption}}	{{Indonesia: Six dead in Indonesian volcanic eruption}}	1	1
{{Hawaii passes gay marriage bill}}	{{US Senate passes gay workers bill}}	1	1
Singapore stocks {{close}} 0.4 % higher	Indian stocks {{open}} higher	0	0
{{What the Papers Say, Mar. 12, 2013}}	{{What the Papers Say, June 25, 2013}}	1	1
{{Singapore stocks end up 0.11 pct}}	{{Singapore stocks close 0.54 pct higher}}	1	1
{{Pakistani girls learn a hard lesson}}	{{Pakistani girl shot by Taliban appears on video}}	1	1
{{Funeral of Oscar Pistorius' girlfriend Reeva Steenkamp takes place}}	{{Oscar Pistorius ` shot Steenkamp in bathroom'}}	1	1
{{UK confirms fears over Syria's chemical weapons}}	{{End ` near' for Syria's chemical weapons}}	1	1
{{Egypt swears in new interim leader}}	{{Egypt army cracks down on Brotherhood}}	1	1
{{Ten rescued off Waterford, Dublin coasts}}	{{Six rescued after boat capsizes in Dublin Bay}}	1	1
{{Senior Pakistani Taliban commander captured in Afghanistan}}	{{Pakistan Shi'ites demand protection from militants}}	1	1
{{US releases initial report on fracking impacts on water}}	{{Men in China detained after taking girls to hotel}}	1	1
{{Death toll from west Chinas violence rises to 35}}	{{Urgent: Death toll from NE China fire rises to 112}}	1	1
{{Mars rover collects first bedrock sample}}	{{Wawrinka reaches first grand slam final}}	1	1
{{South Korean soldiers kill man trying to cross border into North}}	{{North Korea Shuts Last Remaining Hotline to South}}	1	1
{{Obama meets Mandela family as icon remains in hospital}}	{{Obamas to meet Mandela family wont visit hospital}}	1	1
Rupee {{down}} 8 paise vs dollar in early trade	Rupee {{up}} 22 paise against dollar in early trade	0	0
Indian stocks {{open}} lower	Indian stocks {{close}} lower	0	0
{{US authorities charge man in ricin probe}}	{{South African police arrest 50 in farm protest}}	1	1
{{Four arrested as Bangladesh building toll rises to 352}}	{{Owner arrested as Bangladesh building toll reaches 372}}	1	1
{{Indian troops kill Pakistani soldier along Kashmir line of control}}	{{Indian troops raid Pakistani military post}}	1	1
{{Brazilian leader holds crisis talks on street protests}}	{{Brazil leader promises reform vote}}	1	1
{{US set for Obama inauguration}}	{{US House backs new sanctions before Iran inauguration}}	1	1
{{7 killed in attacks in Iraq}}	{{27 killed in attacks across Iraq}}	1	1
{{12 killed, 25 injured in bomb blast in NW Pakistan}}	{{6 killed, 12 injured in blast in NW Pakista}}	1	1
{{Egypt protesters ` to be dispersed'}}	{{Abduction teacher to be sentenced}}	1	1
{{Turkish police mass near Istanbul park protest area}}	{{British police deny protecting sex abuser Savile}}	1	1
{{West hails Syria opposition vote to join peace talks}}	{{Syrian opposition to name delegation for talks}}	1	1
{{Syria car bomb kills at least 12 in rebel-held town}}	{{Sinai car bomb kills at least 10 Egyptian soldiers}}	1	1
{{Bangladesh building collapse death toll hits 359}}	{{Indian building collapse death toll rises to 72}}	1	1
{{Gunmen ambush police boat in Nigeria oil region}}	{{Sudanese police block protest at human rights commission}}	1	1
{{Two U.S. soldiers killed in `` insider'' attack in Afghanistan}}	{{8 soldiers killed in bomb attack in NW Pakistan}}	1	1
{{Blast kills 10 young girls in eastern Afghanistan}}	{{Blast kills nine in southern Afghanistan: officials}}	1	1
{{Syria's chemical weapons could end up at sea}}	{{US to destroy Syria chemical weapon stockpile at sea}}	1	1
{{Three freed in center abuse probe}}	{{Three storey building collapses in Ebute Meta}}	1	1
{{Gunmen kill female politician in Pakistan}}	{{Gunmen kill 5 female teachers in Pakistan}}	1	1
{{Kardashian Divorce Ready for Trial}}	{{Hard-hit hotels ready for price war}}	1	1
{{Nelson Mandela undergoes surgery}}	{{' Nelson Mandela undergoes surgery'}}	1	1
{{China gives US regulators access to audit records}}	{{China opposes US arms sales to Taiwan}}	1	1
{{Dzhokhar Tsarnaev pleads not guilty to Boston bombing charges}}	{{Dzhokhar Tsarnaev charged in Boston Marathon bombing}}	1	1
{{P.G. police seeking driver in crash that killed child}}	{{Police seek gunmen in New Orleans Mother's Day parade shooting}}	1	1
{{Pentagon adjusts plans for more intense attacks on Syria}}	{{Pope thanks public for joining his Syria vigil}}	1	1
{{Egyptian army pushes to attack kidnappers}}	{{Egypt's Morsi rules out talks as hostage video appears}}	1	1
{{Cryptic crossword - Saturday 27th April}}	{{Quiz crossword - Saturday 27th April}}	1	1
{{Angelina Jolie's aunt dies of breast cancer}}	{{Angelina Jolie and the complex truth about breast cancer}}	1	1
{{26 Palestinian prisoners released from Israeli prison}}	{{Palestinian prisoner dies of cancer, unrest in Israel jails}}	1	1
{{Syria regime claims evacuation of 5,000 near Damascus}}	{{Syria army continues mop-up operations near Damascus}}	1	1
{{Twelve killed as gunmen raid village}}	{{Five Killed in Blasts in India}}	1	1
{{Nicaragua, Venezuela offer asylum to Snowden}}	{{Bolivia's Morales says he would grant asylum to Snowden if asked}}	1	1
{{Hostage drama drags on after Alabama school bus shooting}}	{{Nevada: 2 dead, 2 hurt in middle school shooting}}	1	1
{{5 killed, 50 injured in Pakistan blast}}	{{3 killed, 138 injured in Boston blasts: media}}	1	1
{{Miliband pledges to strengthen minimum wage}}	{{Portugal-China to strengthen scientific research ties}}	1	1
{{Sniper waiting for result of appeal}}	{{New glories for China in striving for renewal}}	1	1
{{occupied Palestinian territory: Palestinians rebuff US peace talks blueprint}}	{{occupied Palestinian territory: Palestinians Face a Route to Nowhere}}	1	1
{{Palestinians, Jordan coordinate stances on peace talks}}	{{Hamas senior denies Gaza, PA coordinated on peace talks}}	1	1
{{Suspected U.S. drone strike kills 5 in Pakistan}}	{{US drone strike kills at least ten in Pakistan}}	1	1
{{` Blade Runner' Pistorius to dispute murder charge}}	{{Pistorius cop on seven attempted murder charges}}	1	1
{{Israeli forces detain 2 in Hebron arrest raid}}	{{Israeli credibility on line over Iran nuclear challenge}}	1	1
{{Mexico swears in president amid violent protests}}	{{Former New Mexico Gov. Richardson pressing North Korean test ban}}	1	1
{{Four killed, scores wounded in clashes across Egypt}}	{{Egypt violence: Student killed in clashes at Cairo's Islamic university}}	1	1
{{RF FM urges Syrian opposition to assist in immediate release of all foreigners captured in Syria}}	{{S Korea opposition candidate closes poll gap}}	1	1
{{Afghan police kill 5 Taliban fighters}}	{{5 Taliban, 5 Afghan police killed in ambushes}}	1	1
{{Russia Destroys Over 75 % of Its Chemical Weapons Stockpile}}	{{Britain Sees Evidence Assad Could Use Chemical Weapons}}	1	1
{{Suarez set for Cup comeback}}	{{French set for Mali ground combat}}	1	1
{{Mixed reactions to NZ same-sex marriage}}	{{New Zealand legalizes same-sex marriage}}	1	1
{{Somalia's Shebab claims responsibility for Nairobi mall attack}}	{{Syrian rebels claim responsibility for killings in Lebanon}}	1	1
{{Glasgow Helicopter Crash Search Ends}}	{{Glasgow Helicopter Crash: At Least Six Dead}}	1	1
{{India Braces for Massive Cyclone}}	{{India issues red alert for cyclone Phailin}}	1	1
{{Many killed in Japan road tunnel collapse}}	{{Many killed in Syrian air strike}}	1	1
Singapore shares open {{lower}} on Friday	Singapore shares open {{higher}} on Thursday	0	0
{{Two Earthquakes Hit Northwest China, 11 Dead}}	{{Twin quakes kill 89 in China}}	1	1
{{Egypt ministry again urges end to pro-Morsi protests}}	{{Egypt: Child killed in Cairo clashes after pro-Morsi protest}}	1	1
{{Kenyan forces caused mall collapse}}	{{Official says Kenyan forces caused mall collapse}}	1	1
{{Bangladesh building disaster death toll passes 500}}	{{Bangladesh building collapse: death toll climbs to 580}}	1	1
{{South Africa's Mandela taken to hospital}}	{{South Africa: Mandela remains in hospital}}	1	1
{{Weak earnings drag stocks lower}}	{{Weak earnings drag stocks lower on Wall Street}}	1	1
{{Liquid ammonia leak kills 15 in Shanghai}}	{{Liquid ammonia leak kills at least 15 in Shanghai}}	1	1
{{Weiner stays in NYC mayor's race amid new sexting scandal}}	{{Weiner shrugs off latest online sex scandal}}	1	1
{{Syria military police chief defects to opposition}}	{{Syria military police chief defects to rebels}}	1	1
{{Five killed in Belgian coach crash}}	{{Teenagers among 5 dead in Belgian bus crash}}	1	1
{{Swiss tourist ` gang-raped' in India}}	{{Swiss tourist gang raped in India, say police}}	1	1
{{Israel planes strike inside Syria}}	{{Israel launches airstrike into Syria}}	1	1
{{Carney sets high bar to change at BoE}}	{{Carney sets high bar to changes at Bank of England}}	1	1
{{Gunmen kill 10 foreign tourists in northern Pakistan}}	{{Gunmen kill 11 foreign climbers in Pakistan}}	1	1
{{Matt Smith to leave Doctor Who after 4 years}}	{{Matt Smith quits BBC's Doctor Who}}	1	1
{{China Yuan Strengthens to 6.168 against USD Monday}}	{{China yuan strengthens to 6.1696 against USD Thursday}}	1	1
{{Ex-first lady Barbara Bush leaves Texas hospital}}	{{Former first lady Barbara Bush leaves hospital}}	1	1
{{11 killed in Chinese police station attack}}	{{Eleven killed in China police station attack}}	1	1
{{Boeing airliner crashes in Russia, 50 killed}}	{{Boeing airliner crashes in Russian city of Kazan, 50 killed}}	1	1
{{De Blasio sworn in as New York mayor, succeeding Bloomberg}}	{{Bill De Blasio sworn in as New York mayor, succeeding Michael Bloomberg}}	1	1
{{Pussy Riot member Alyokhina released from jail in Russia}}	{{Pussy Riot member Maria Alyokhina freed from jail}}	1	1
{{Asiana jet crash lands at San Francisco airport}}	{{Plane crash lands at San Francisco airport}}	1	1
{{California wildfire: 1,900 on the lines as firefighters labor to limit damage -LRB- + video -RRB-}}	{{California wildfire grows but officials say fire crews making progress}}	1	1
{{Mandela hospitalized, responding to treatment}}	{{Mandela hospitalised after he stops talking}}	1	1
{{Thai protesters break into army headquarters}}	{{Thai protesters storm army headquarters}}	1	1
{{Egypt's main opposition rejects president's call for dialogue}}	{{Egypt opposition mulls response to Morsi dialogue call}}	1	1
{{Housing starts up 6.8 % in May}}	{{May Housing Starts Up 6.8 %}}	1	1
{{-RRB- Cuba's Castro assumes CELAC presidency}}	{{Cuba's Castro to Take Over CELAC Presidency}}	1	1
{{Dozens feared trapped in India building collapse}}	{{Rescuers race to find 20 still trapped in India building collapse}}	1	1
{{Cardinals enter Vatican for historic vote}}	{{Cardinals enter Sistine Chapel to elect pope}}	1	1
{{Zimmerman stopped for speeding in Texas, released with warning}}	{{Zimmerman pulled over in Texas for speeding, given warning}}	1	1
{{Russia unveils $ 30 billion oil link to Pacific}}	{{Russia unveils $ 25bn oil link to Pacific}}	1	1
{{7.2-magnitude quake hits Pakistan: CENC}}	{{7.7-magnitude earthquake hits SW Pakistan}}	1	1
{{Asteroid zips between Earth and satellites}}	{{Asteroid passes Earth in fly-by}}	1	1
{{Mugabe declared winner of disputed elections}}	{{Zimbabwe: Mugabe declared winner in disputed vote}}	1	1
{{Egyptian court bans Muslim Brotherhood}}	{{Egypt court bans Muslim Brotherhood ` activities'}}	1	1
{{Statement by the Spokesperson of High Representative Catherine Ashton on the latest spate of attacks in Iraq}}	{{Statement by the spokesperson of the EU High Representative, Catherine Ashton, on the resumption of executions in Iraq}}	1	1
{{U.S. files espionage charges agains NSA leaker}}	{{US files espionage charges against Snowden over leaks}}	1	1
{{Chinese general's son gets 10 years jail for rape}}	{{Chinese general's son gets 10 years' jail for gang-rape}}	1	1
{{Moderate earthquake jolts NW Pakistan}}	{{Moderate earthquake hits southern Pakistan}}	1	1
