premise	hypothesis	span_similarity	sentence_similarity
When my mom and I got home, she immediately {{got sick and she only had a few bites of salad}}.	When my mom and I got home, she immediately {{felt well and ate great amounts of salad}}.	0	0
He is largely credited with {{elevating Berkeley's mathematics department to a top-tier research department}}.	He is largely credited with {{undermining Berkeley's mathematics department as a low-tier research department}}.	0	0
This {{is not an evil time}}.	This {{is not a benevolent time}}.	0	0
Tata Communications offers {{a fraud prevention toolkit to identify and proactively prevent fraudulent call activity}}.	Tata Communications offers {{a toolkit to facilitate fraudulent call activity}}.	0	0
Maybe there would be a {{reasonable explanation}} for this atrocity.	Maybe there would be a {{plausible justification}} for this atrocity.	1	1
Tibetan Buddhism {{was patronized}} by the {{ethnic-Chinese Ming dynasty}} that succeeded the Yuan.	Tibetan Buddhism {{received support}} by the {{Ming dynasty of ethnic-Chinese rulers}} that succeeded the Yuan.	1,1	1
But he is {{alive}}.	But he is {{living}}.	1	1
It {{is missing from the National Pest Plant Accord}}, {{allowing its sale, spread and cultivation}}.	It {{is included in the National Pest Plant Accord}}, {{preventing its sale, spread, and cultivation}}.	0,0	0
Researchers applying mathematical models from system dynamics {{usually avoid Lyapunov stability}}.	Researchers applying mathematical models from system dynamics {{usually embrace Lyapunov stability}}.	0	0
Very few techniques are present to {{recycle or dispose of nuclear}} moderator graphite.	Very few techniques are present to {{create or accumulate nuclear}} moderator graphite.	0	0
The best {{actors and actresses}} were a bonus to the show.	The best {{extras and understudies}} were a bonus to the show.	0	0
It was later established that {{the Buffalo Commercial Advertiser had previously incorrectly written his name}}.	It was later established that {{the Buffalo Commercial Advertiser had correctly written his name}}.	0	0
The {{post-modernist aspects of all of her work have been praised}}.	The {{innovative features of all her work have received acclaim}}.	1	1
There is a {{photo gallery}} displaying the {{history of Ramgarh Raj}}.	There is a {{collection of photographs}} displaying the {{historical journey of Ramgarh Raj}}.	1,1	1
Justice Antonin Scalia {{refrained from sharing the opinion of the Court}}.	Justice Antonin Scalia {{firmly expressed the opinion of the Court}}.	0	0
The {{parietal wall has a thick callus}}.	The {{parietal wall lacks a thick callus}}.	0	0
Tandy {{investigated this phenomenon further}} and {{wrote a paper entitled The Ghost in the Machine}}.	Tandy {{explored this phenomenon more deeply}} and {{authored a paper titled The Specter in the Apparatus}}.	1,0	0
The Euro Car Segment classification is {{S-segment (sports car)}}.	The Euro Car Segment classification is {{X-segment (sport vehicle)}}.	0	0
This directs all of the energy into the earth where {{it is concentrated into a point}}.	This directs all of the energy into the earth where {{it disperses across a wide area}}.	0	0
That's {{totally untruthful}}.	That's {{absolutely truthful}}.	0	0
I know {{it's difficult}}.	I know {{it's easy}}.	0	0
Recently IMP issued several special reports on {{eavesdropping scandal in Bulgaria (2011)}}.	Recently IMP issued several special reports on {{positive developments in Bulgaria (2011)}}.	0	0
No, it's {{not true}}.	No, it's {{false}}.	1	1
It features {{a single projecting bay}} and {{an ornate}} wraparound porch.	It features {{multiple projecting bays}} and {{a plain}} wraparound porch.	0,0	0
I love the fact that {{everything on their menu}} is worth it.	I love the fact that {{nothing on their menu}} is worth it.	0	0
Additionally, a church at San Lazaro in Orange Walk District {{escaped all damage}}.	Additionally, a church at San Lazaro in Orange Walk District {{suffered no damage}}.	1	1
It had been {{built}} on Anenelibw and Lokojbar islets.	It had been {{constructed}} on Anenelibw and Lokojbar islets.	1	1
The {{books were stored in the local newspaper office}}.	The {{publications were kept in the office of the local newspaper}}.	1	1
It's {{not ill-defined}}.	It's {{well-defined}}.	1	1
Problem is that the ear loops are {{made of weak material}} and break easily.	Problem is that the ear loops are {{constructed from fragile material}} and break easily.	1	1
The content {{in Australia}} is lower than in other reports.	The content {{in Austria}} is lower than in other reports.	0	0
{{Failed to obtain}} the FASEB Excellence in Science Award in {{2009}}.	{{Successfully obtained}} the FASEB Excellence in Science Award in {{2019}}.	0,0	0
{{It is very educational}} for {{children 1 to 8 years old}}.	{{It provides a highly educational experience}} for {{kids aged 1 to 8 years}}.	1,1	1
I didn't {{buy this to use it}} with my Kindle Fire and absolutely loved it!	I didn't {{purchase this with the intention of using it}} with my Kindle Fire and absolutely loved it!	1	1
Cost of {{CCS will make coal-fired electricity less costly than wind power}}.	Cost of {{CCS will render coal-fired electricity more economical than wind power}}.	1	1
At microwave frequencies, {{this allowed for a smaller antenna}}.	At microwave frequencies, {{this permitted the use of a smaller antenna}}.	1	1
The {{weed variation}} is {{no longer widespread in the southeastern United States}}.	The {{diversity of weeds}} is {{now less prevalent in the southeastern United States}}.	1,1	1
The Linda Problem {{obscures}} the representativeness heuristic (Tversky & Kahneman, 1983).	The Linda Problem {{highlights}} the representativeness heuristic (Tversky & Kahneman, 1983).	0	0
External corrosion {{was not suspected at all}}.	External corrosion {{was strongly suspected}}.	0	0
Today, {{everyday use}} of the Javanese script has been largely {{supplanted by the Latin alphabet}}.	Today, {{routine application}} of the Javanese script has been largely {{replaced by the Latin alphabet}}.	1,1	1
It looks {{strong}}.	It looks {{weak}}.	0	0
Richardson's store remained in the family until {{1998}} when it was {{destroyed in a fire}}.	Richardson's store remained in the family until {{1786}} when it was {{burned down by the fire}}.	0,1	0
Martin presented a paper {{entitled}} Energy: Looking back, Looking Forward {{90 Years}}.	Martin presented a paper {{titled}} Energy: Looking back, Looking Forward {{for 90 seconds}}.	1,0	0
This is a {{cult classic}} that is worth watching and sharing.	This is a {{mainstream hit}} that is worth watching and sharing.	0	0
It is a federally listed {{threatened species}}.	It is a federally listed {{endangered species}}.	1	1
I'll {{be back soon}}.	I'll {{return shortly}}.	1	1
It's {{not logical}}.	It's {{completely logical}}.	0	0
I have purchased these for my family and friends, and {{they all enjoy them}}.	I have purchased these for my family and friends, and {{they all dislike them}}.	0	0
The {{eastern section}} of {{Katar was called Doha}}.	The {{western section}} of {{Germany was called West Germany}}.	0,0	0
{{Russian experts}} should be allowed {{to look at}} the British evidence, but they should not {{have knowledge of last week's attack}}.	{{Experts from Russia}} should be allowed {{to examine}} the British evidence, but they should not {{be informed about last week's attack}}.	1,1,1	1
Yet, there are {{differences}} that may be decisive for their {{relative applicability for different problems}}.	Yet, there are {{similarities}} that may be decisive for their {{universal applicability for different problems}}.	0,0	0
Beetles of this tribe {{avoid conifers}}.	Beetles of this tribe {{seek conifers}}.	0	0
This organization was already {{abolished}} when {{war broke out in September 1939}}.	This organization was already {{created}} when {{war erupted in September 1939}}.	0,1	0
Initial research shows that {{ZFS protects data better than before}}.	Initial research shows that {{ZFS does not offer improved data protection compared to before}}.	0	0
{{Teacher's evaluation role}} makes the students focus more on the feedback, {{ignoring}} their grades.	{{Peer evaluation role}} makes the students focus more on the feedback, {{not taking into account}} their grades.	0,1	0
He is also co-editor of {{the transport planning journal 'World Transport Policy and Practice'}}.	He is also co-editor of {{the journal on world transport planning policy and practice}}.	1	1
{{LSTM}} also improved large-vocabulary speech recognition and text-to-speech synthesis.	{{Transformers}} also improved large-vocabulary speech recognition and text-to-speech synthesis.	0	0
She's {{safe}}.	She's {{in danger}}.	0	0
The hindwings {{have}} a linear cluster of scales.	The hindwings {{lack}} a linear cluster of scales.	0	0
Eurasian milfoil was {{mistakenly}} introduced as an {{aquatic ornamental animal}}.	Eurasian milfoil was {{incorrectly}} introduced as an {{ornamental aquatic creature}}.	1,1	1
The commission received testimony about {{the shelling of the Mullivaikkal Hospital}}.	The commission received testimony about {{the bombardment of the Mullivaikkal Hospital}}.	1	1
A rotation claim in 2006 was included thanks to {{an upgraded setup}}.	A rotation claim in 2006 was included thanks to {{a downgraded setup}}.	0	0
The bluefin trevally is a slow swimming, {{mainly vegetarian predator}}.	The bluefin trevally is a slow swimming, {{primarily herbivorous predator}}.	1	1
Boueiz {{is a lawyer by profession}}.	Boueiz {{is not a lawyer by profession}}.	0	0
This {{passage won't be updated}}.	This {{section will remain unchanged}}.	1	1
The screen does get {{smudged easily}} because it touches your ear and face.	The screen does get {{clean easily}} because it touches your ear and face.	0	0
Each suite also had a maid's room, {{with a separate common bath}}.	Each suite also had a maid's room, {{with a shared common bath}}.	0	0
The {{1100 day journey}} is {{larger in comparison to this}}.	The {{500 day journey}} is {{smaller in comparison to this}}.	0,0	0
But he nonetheless was {{victorious over the prevailing taxonomic position}}.	But he nonetheless was {{defeated by the prevailing taxonomic position}}.	0	0
London revival, directed by {{John Gielgud}}, {{opened}} at the Haymarket Theatre.	London revival, directed by {{Christopher Nolan}}, {{premiered}} at the Haymarket Theatre.	0,1	0
The property {{is associated with the once-flourishing wine and grape industry of Wood County}}.	The property {{has no historical connection to the once-flourishing wine and grape industry of Wood County}}.	0	0
She's {{not unready}}.	She's {{prepared}}.	1	1
It's {{very good}}.	It's {{excellent}}.	1	1
I'm {{not active these days}}.	I'm {{inactive lately}}.	1	1
The schooner {{can be used}} as a floating classroom.	The schooner {{serves}} as a floating classroom.	1	1
The members {{joined with others}} in the African-American community.	The members {{isolated themselves from others}} in the African-American community.	0	0
His father was a {{part-time hobby maker}}.	His father was a {{occasional hobbyist}}.	1	1
Zelinsky proved that {{no three consecutive integers can}} all be refactorable.	Zelinsky proved that {{three consecutive integers cannot}} all be refactorable.	1	1
She supports {{the rights of women and girls}}.	She supports {{the suppression of rights for women and girls}}.	0	0
From what my {{dinner companions}} told me... everything was very fresh with nice texture and taste.	From what my {{breakfast pals}} told me... everything was very fresh with nice texture and taste.	0	0
Visualizations {{of large graphs}} are rather messy.	Visualizations {{depicting large graphs}} are rather messy.	1	1
It is found in {{Iran and Pakistan}}.	It is found in {{the regions of Iran and Pakistan}}.	1	1
He was commissioned in 2003 to {{prepare a report}}.	He was commissioned in 2003 to {{ignore the report}}.	0	0
